gene,day0_rep1,day0_rep2,day0_rep3,day1_rep1,day1_rep2,day1_rep3,day2_rep1,day2_rep2,day2_rep3,day4_rep1,day4_rep2,day4_rep3,day5_rep1,day5_rep2,day11_rep1,day11_rep2,day11_rep3,day18_rep1,day18_rep2,day18_rep3
RP11-338N10.1,12,18,4,97,107,109,28,22,18,68,70,44,123,69,202,157,233,40,32,31
RP11-338N10.2,16,13,17,66,85,59,22,21,20,56,60,46,156,67,153,77,154,34,34,27
RP11-338N10.3,8,19,11,92,84,88,30,13,24,96,75,59,191,83,148,94,182,74,41,42
VAMP3,2867,3666,3952,2528,2447,2205,2372,2127,2245,4778,4661,3826,8146,3888,2648,3099,3113,5824,5197,4864
RP3-467L1.6,30,44,56,107,91,74,43,48,47,41,50,56,111,72,106,129,122,88,100,87
PER3,345,439,523,776,783,762,502,416,444,980,925,813,1512,722,1005,1596,1303,1267,1136,1050
RP3-467L1.4,2,0,7,8,1,5,2,2,5,12,10,6,10,9,2,11,7,10,2,10
UTS2,0,0,0,0,1,0,2,0,0,0,0,2,2,2,0,3,6,0,0,1
TNFRSF9,0,6,0,3,0,2,31,16,14,8,9,6,15,12,6,13,8,24,11,18
RP5-892F13.2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
PARK7,6819,8894,9542,8655,8732,8062,4333,4358,4770,10105,9935,7780,17975,8299,10583,9440,11766,10995,10078,9735
Y_RNA,476,588,696,1536,934,1021,436,465,356,912,931,758,1787,825,1458,1609,1552,1028,1084,789
ERRFI1,2658,3314,3455,4372,4173,4032,2629,2500,2656,5253,4953,3964,9567,4471,4971,6903,5782,5891,5603,5486
RP11-431K24.1,3,2,0,2,6,8,0,2,0,5,6,2,3,4,14,5,4,7,4,4
CTA-215D11.4,0,0,0,1,0,0,0,0,0,1,0,2,1,0,2,1,1,0,2,1
RP11-431K24.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU1-7P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
RP11-431K24.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
RP11-431K24.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-991P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC45A1,52,35,43,300,373,276,73,100,103,236,213,201,384,194,621,808,744,156,164,177
RERE,9782,9709,14372,26265,24705,22874,9501,9585,9848,21947,20915,16168,37253,20313,34760,37894,40124,22023,20350,18899
RP5-1115A15.1,8,4,4,24,5,10,1,1,1,7,5,3,7,8,10,17,15,6,13,1
SNORA77,3,9,3,33,31,32,1,6,1,11,12,7,36,19,53,36,45,15,10,10
RP5-1115A15.2,0,0,0,7,0,0,0,0,2,1,0,2,2,0,3,5,5,0,3,0
AL096855.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL7P11,0,0,0,13,2,2,0,0,0,2,2,3,1,0,0,12,8,1,7,6
RPL7P7,0,0,0,14,2,8,0,0,0,2,2,1,6,2,21,20,6,4,6,0
RP4-633I8.3,0,4,0,19,0,0,0,0,1,0,3,0,3,3,18,8,1,0,4,0
RP4-633I8.4,0,0,0,22,0,8,2,0,0,2,0,1,4,3,9,3,5,6,0,0
RPL23AP19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0
ENO1,87251,98666,118746,47165,47802,44523,35184,34585,37164,79473,78090,63698,134346,66159,54550,194384,74068,95208,89581,83456
MIR6728,0,0,0,0,0,0,0,2,0,0,2,0,4,0,0,3,1,0,0,2
ENO1-IT1,5,9,9,9,7,11,1,8,2,8,4,5,13,5,5,49,9,11,2,4
ENO1-AS1,8,0,4,12,9,8,0,3,3,5,6,1,8,2,5,5,10,13,3,15
RNU6-304P,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,4,3,0
HMGN2P17,0,0,1,1,0,3,1,1,2,1,1,3,8,0,2,4,2,2,1,0
RP3-477M7.5,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,2,0,0
RP3-477M7.6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA6,0,0,0,2,0,0,0,0,0,0,0,0,7,0,1,12,0,0,0,0
RN7SL451P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC2A7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
SLC2A5,0,0,2,2,2,0,2,0,0,0,6,0,8,0,7,18,0,2,2,0
SCARNA16,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
AL158048.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPR157,33,38,28,35,33,31,54,23,51,63,53,36,100,57,86,276,60,92,124,95
MIR34A,2,0,3,4,3,1,2,1,0,1,1,1,2,1,1,2,2,3,4,4
RP3-510D11.1,1,2,3,5,1,0,0,3,0,2,2,4,2,5,6,10,1,7,8,2
RP3-510D11.2,22,24,32,48,25,18,19,30,20,28,43,22,70,32,35,29,52,72,58,33
RP3-510D11.4,10,6,2,17,9,9,2,10,4,12,18,7,34,14,15,21,16,24,19,12
H6PD,2108,2129,2993,6303,5878,5183,3381,3395,3361,8094,7997,6317,11343,5633,6208,5958,7280,8560,8284,7109
SPSB1,30,19,47,49,60,35,35,41,34,94,72,43,81,46,44,110,53,69,75,63
RNA5SP40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP13-392I16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC25A33,696,933,970,1236,1290,1158,768,740,746,1861,1792,1410,2709,1233,1541,1924,1648,1619,1540,1462
RP13-15M17.1,8,13,7,41,33,19,11,8,9,14,22,19,46,20,18,29,49,24,5,11
TMEM201,1995,1673,2898,2748,2728,2379,1219,1499,1326,3319,3038,2349,4966,2758,3804,3410,4286,3501,3286,2820
PIK3CD,163,210,266,222,291,195,307,263,290,384,368,320,680,374,368,427,381,443,412,396
PIK3CD-AS1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0
RP11-558F24.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PIK3CD-AS2,39,33,38,26,34,16,40,38,38,72,84,46,122,79,16,15,19,94,85,88
CLSTN1,11092,11435,15444,25638,25632,22750,11321,11620,11783,25952,25512,19486,43957,22852,35546,41240,42969,27422,25116,23602
MZT1P1,0,1,0,0,2,0,2,0,0,0,0,0,2,0,1,1,2,0,0,0
AL357140.1,0,0,0,3,3,0,2,0,0,0,0,2,0,0,2,2,0,2,3,2
CTNNBIP1,2488,2607,3535,3866,4037,3562,1531,1656,1810,4122,4089,3125,6996,3653,5352,4947,6111,4338,4295,4008
RP11-84A14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LZIC,1112,1534,1645,2574,2402,2166,1427,1365,1405,3004,3064,2408,4941,2408,3503,4085,3911,3779,3501,3112
RP11-84A14.4,19,26,31,26,18,25,18,8,5,22,24,28,48,19,38,33,34,38,27,28
NMNAT1,422,424,460,867,817,848,523,567,539,1113,910,876,2094,906,1139,1054,1162,1434,1331,1244
RN7SKP269,2,2,2,8,7,1,0,0,0,0,0,4,6,1,6,1,8,13,3,4
MIR5697,2,1,0,3,0,0,0,0,0,5,0,0,2,0,0,1,6,0,0,0
RP11-807G9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RBP7,0,4,2,5,6,0,2,0,8,6,3,0,18,2,12,4,2,6,13,8
UBE4B,3753,4635,5336,8330,7817,7231,3941,4072,3807,8271,8089,6062,13775,6791,10796,13280,12647,10229,9473,8605
RP11-496H15.2,0,2,0,7,0,2,0,0,0,0,0,0,2,0,0,0,1,0,1,0
PGAM1P11,2,0,2,4,0,0,2,0,0,0,0,0,0,1,0,4,1,6,2,0
RNU6-828P,1,7,4,3,1,3,0,1,2,1,1,3,3,2,10,2,8,9,3,3
KIF1B,19307,25747,27269,68521,62902,59668,22170,22511,20968,56165,53497,41591,93004,47167,98319,100053,111616,59007,51988,49401
MIR1273D,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
RNU6-37P,0,4,1,6,2,1,0,0,0,7,3,4,11,0,7,20,5,3,2,1
RN7SL731P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PGD,16826,20061,22901,25502,25897,23773,13055,12646,12778,25905,25198,19807,41264,20500,30216,35907,34826,32952,29961,28808
RP4-736L20.3,0,4,1,7,2,3,0,0,0,0,0,1,5,1,6,2,1,4,5,4
APITD1-CORT,4,5,6,12,6,4,3,3,4,16,5,3,14,15,12,16,18,13,10,9
APITD1,59,82,80,54,73,85,52,47,44,116,148,102,222,107,90,66,86,113,146,117
CORT,22,24,20,41,32,31,20,15,13,33,32,39,52,31,68,74,77,56,44,44
DFFA,2632,3169,3576,4534,4100,3916,2929,2893,2839,6304,5759,4782,9006,4506,5424,5721,6246,7277,6560,6106
RP5-1113E3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PEX14,862,731,1110,1264,1387,1239,690,754,786,1579,1507,1248,2417,1302,1791,2022,2191,1773,1683,1470
RN7SL614P,0,2,2,3,3,0,0,0,2,4,1,1,6,5,4,9,4,0,6,0
CASZ1,136,167,225,983,916,977,335,356,370,660,737,511,1036,617,1284,1246,1420,760,797,657
RP4-734G22.3,26,20,33,76,64,60,34,18,48,66,55,39,68,50,103,108,144,54,94,69
HSPE1P24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1orf127,0,0,1,0,0,2,0,0,0,2,0,0,6,2,3,1,2,2,1,4
CFL1P6,0,0,0,0,0,0,1,0,1,2,3,2,2,0,2,6,2,1,0,1
AL713997.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARDBP,12412,16414,16882,17957,17097,16387,9514,9237,8985,18690,18420,14755,32312,15312,21622,16880,23729,23219,20982,19888
MASP2,220,255,270,728,627,562,210,241,244,638,544,465,967,449,837,974,1064,580,480,475
RP4-635E18.8,54,51,104,191,164,173,56,61,63,173,151,144,286,162,230,321,317,152,154,146
SRM,4134,3626,5708,3696,3981,3305,1733,2018,2068,4833,4457,3628,7237,3852,4282,4015,5259,5311,5006,4369
EXOSC10,4174,5152,5260,5117,5271,5051,3157,3038,2974,6327,6188,4814,10003,4891,6927,7385,7941,7573,6585,6360
RP4-635E18.7,9,10,14,15,21,16,2,7,6,37,25,14,25,11,17,33,33,17,11,12
RP4-635E18.6,7,9,13,9,8,8,4,8,5,18,16,18,21,9,7,4,21,17,22,24
MTOR,5583,6765,7730,10545,9703,9390,5289,5065,4946,10584,10428,8024,18503,9047,12964,11810,14923,13105,11218,10736
MTOR-AS1,2,7,2,14,4,6,2,2,4,13,5,1,10,15,7,9,9,5,4,4
RNU6-537P,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2
ANGPTL7,4,0,2,42,7,2,0,2,0,4,1,2,7,9,21,15,9,5,20,4
RNU6-291P,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL39P6,0,0,0,3,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,1
UBIAD1,1202,1291,1589,2148,2127,2011,1067,1094,1096,2708,2642,2076,4492,2144,2681,3080,3040,2849,2368,2141
UBE2V2P3,6,2,6,12,8,4,2,3,1,6,3,3,4,1,16,7,10,8,5,1
RP11-149P14.1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4,5,0,0,0,0
PTCHD2,370,306,482,6501,6418,5842,472,527,376,1452,1295,948,3958,2583,10926,11287,12077,888,824,678
RP1-69M21.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,4,2,5,1,2
FBXO2,35,21,81,139,169,159,55,62,88,164,174,107,260,179,248,274,277,112,120,96
FBXO44,359,293,518,1640,1651,1622,783,941,879,1766,1766,1343,3078,1690,3117,3436,3496,2073,1808,1736
FBXO6,20,25,69,221,168,157,56,59,52,151,173,101,205,137,268,295,283,155,139,91
MAD2L2,2771,2534,3849,5896,6228,5731,3825,4231,4522,9896,9956,7443,15133,7319,6550,7674,8198,8468,8169,7280
DRAXIN,1146,1130,1513,31119,27792,25105,4207,4738,4370,16130,16117,12022,30202,15388,34591,33247,40095,9122,8336,7196
AGTRAP,650,589,920,924,954,839,686,749,808,1537,1527,1232,2438,1315,1087,1061,1233,1802,1668,1377
C1orf167,0,0,0,12,3,0,0,0,0,2,4,2,0,0,3,12,2,2,3,3
RP11-56N19.5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0
MTHFR,1199,1327,1754,4270,4080,3645,1648,1729,1608,4033,4020,3126,6668,3801,5763,6599,6577,4114,3914,3190
CLCN6,3336,4166,4950,6665,6301,5921,3441,3347,3422,6378,5797,4776,10220,5289,10277,15611,11591,8098,6978,6717
NPPA-AS1,17,33,28,4,9,3,5,11,10,16,24,19,41,13,8,20,10,38,20,16
NPPA-AS1_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPPA-AS1_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPPA,31,30,24,24,12,10,15,10,6,15,25,13,25,12,18,40,18,31,22,39
NPPA-AS1_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPPB,6,12,18,4,3,2,26,20,20,4,6,10,2,0,10,21,9,28,3,13
RP5-934G17.6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,2,0,2,0
RNU5E-1,0,0,1,0,0,1,0,0,0,0,1,0,3,0,1,0,2,2,1,0
RNU5E-4P,0,4,2,2,0,0,0,2,0,5,1,2,1,6,0,0,4,2,0,1
KIAA2013,2158,1978,2852,2924,3112,2685,1712,1824,1839,3890,3653,2939,6088,3138,3490,4209,4239,4245,4058,3691
PLOD1,3308,3255,4689,2847,3078,2737,2490,2603,2810,5577,5581,4220,9968,4966,3451,7240,4440,7298,6677,6015
MFN2,7024,7864,9764,10436,10253,9664,5065,5168,5418,12523,12238,9523,20041,10175,14118,15016,16837,13488,12498,11744
RP5-1077B9.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0
MIIP,1201,1054,1849,1951,2000,1820,1276,1386,1587,2795,2610,2028,4280,2214,2768,2765,3230,3313,3119,2702
MIR6729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL649P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
TNFRSF8,6,10,11,24,21,6,7,0,10,21,14,12,22,13,14,19,12,12,13,15
RNU6-777P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL23AP89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MIR7846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNFRSF1B,136,132,157,44,51,37,18,46,22,43,30,37,82,63,27,9,38,167,148,114
MIR4632,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
RP5-1118D24.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORA70,10,17,17,44,26,21,15,7,16,25,25,15,38,21,38,58,54,31,30,27
VPS13D,2658,3510,3799,8614,7821,7262,3564,3405,3387,7849,7888,6012,13229,6499,11562,11342,13025,8694,7381,7373
AC243836.1,0,0,0,2,4,0,2,0,0,1,0,0,0,0,0,0,3,2,2,0
SNORA59A,5,4,9,7,2,10,4,2,4,4,7,3,9,8,9,5,5,11,10,2
RP5-888M10.2,2,0,0,0,4,0,2,0,0,0,2,2,0,0,2,3,1,0,0,0
DHRS3,31,27,28,695,650,670,56,65,62,149,146,102,261,129,816,552,977,185,158,150
RNU6ATAC18P,1,0,0,2,0,0,0,0,0,0,0,0,2,0,4,0,2,0,0,0
MIR6730,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0
RP11-474O21.5,0,0,0,15,4,8,0,0,2,6,2,0,3,2,7,4,9,3,1,0
AADACL4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
RP11-474O21.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AADACL3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
C1orf158,0,0,0,18,9,18,0,0,0,6,4,10,6,10,39,27,31,2,2,3
PRAMEF12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
PRAMEF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
RP5-845O24.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
PRAMEF11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0
RP5-845O24.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNRNPCL1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,2,0
PRAMEF2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
PRAMEF4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PRAMEF10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
RNU6-1072P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-450I1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CH17-409J4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WI2-3308P17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
HNRNPCL3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
WI2-2994D6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP13-221M14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNRNPCL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
RP13-221M14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP13-221M14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNRNPCL4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
PRAMEF25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
RP11-450I1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PRAMEF5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-219C24.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-771P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PRAMEF8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
PRAMEF15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
RP11-219C24.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
RP11-219C24.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
PRAMEF17,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0
PRAMEF20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
LRRC38,0,0,0,2,2,3,0,0,0,0,0,0,2,0,1,4,3,0,0,2
RP4-597A16.2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRWD1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDPN,10040,12240,13287,9995,9715,9019,5039,5386,4796,12583,12154,9397,22878,11317,7429,5464,8121,14802,13188,12829
RNA5SP41,1,1,0,3,1,0,0,0,0,0,0,2,2,0,3,0,0,0,3,0
AL359771.1,0,0,0,3,0,2,0,0,0,1,1,2,2,0,1,1,1,0,0,0
CTA-520D8.2,0,0,6,9,13,2,5,0,2,14,4,4,9,12,7,10,11,6,14,5
SCARNA11,4,0,2,3,2,4,0,2,4,1,2,2,8,3,4,7,2,7,2,3
PRDM2,4369,5610,6138,9623,9116,8637,3994,3751,3645,8844,8341,6863,16059,7967,12581,13412,14498,9923,8395,8353
RNU6-1265P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-344F13.1,0,0,0,1,2,6,0,0,0,0,0,0,6,2,19,25,22,0,0,0
RP4-704D23.1,2,2,2,2,0,0,0,0,0,2,2,2,3,0,0,0,0,0,0,0
KAZN,2409,2631,3516,4464,4593,4076,1789,2209,1985,5259,5007,3924,7857,3839,7731,8887,9462,5116,4577,4221
AL034395.1,0,0,0,4,0,0,0,0,0,0,1,2,1,0,5,1,5,0,0,0
TBCAP2,0,4,0,16,7,3,2,0,2,4,1,2,5,5,10,10,5,4,18,4
TMEM51-AS1,16,18,23,113,79,103,40,39,39,116,128,92,226,120,107,105,120,117,135,103
TMEM51,607,619,797,934,975,951,548,636,578,1528,1490,1281,2658,1423,795,559,904,1936,1681,1462
C1orf195,2,0,0,2,0,3,0,0,0,0,4,1,4,0,1,0,0,6,3,4
RP1-21O18.3,0,0,0,4,2,1,0,0,2,0,0,0,8,2,4,7,4,1,6,2
RP5-903E17.2,4,2,6,8,0,0,0,4,1,2,0,1,3,6,2,3,5,4,8,5
FHAD1,105,120,111,489,401,408,136,173,141,527,492,420,996,446,360,217,424,520,505,452
RP3-467K16.2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,3,3,0,2,0
RP3-467K16.7,4,5,0,6,2,2,1,0,0,6,2,4,9,3,5,10,10,6,9,0
RP3-467K16.4,2,4,0,25,13,22,2,6,7,18,10,14,29,9,29,10,23,8,25,16
EFHD2,901,789,1120,1707,1995,1595,727,839,794,1675,1584,1208,2831,1448,1910,1429,2261,2087,2046,1843
CTRC,4,10,7,6,11,10,1,1,4,25,4,3,11,2,13,28,23,6,2,6
CELA2A,4,0,0,5,0,1,2,0,3,2,1,1,5,3,8,18,3,7,4,0
CELA2B,4,6,5,11,11,17,3,1,6,14,4,5,13,1,21,23,28,8,4,6
CASP9,377,385,444,1433,1334,1191,581,642,615,1443,1345,1006,2495,1308,1516,1649,1787,1471,1428,1269
DNAJC16,977,1361,1573,2434,2328,2130,1455,1557,1411,3507,3299,2764,5579,2803,3152,3593,3582,3421,2916,2822
SCARNA21,4,2,1,13,5,4,6,3,2,4,4,4,5,5,8,6,9,3,2,3
RP4-680D5.8,2,0,0,4,0,1,0,0,0,0,2,0,2,0,0,2,1,0,3,0
AGMAT,15,21,27,28,6,4,10,20,16,29,22,9,44,9,27,23,25,44,43,20
RP4-680D5.2,4,2,3,17,8,11,6,4,5,5,15,3,24,11,20,18,20,5,15,0
CHCHD2P6,11,3,13,17,24,22,9,7,10,25,16,15,34,18,27,15,29,26,30,25
RNU7-179P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
RP4-680D5.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
DDI2,2309,3268,3343,2704,2482,2302,1783,1687,1731,3628,3538,2741,5954,2851,3144,3417,3485,5014,4301,4032
RSC1A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP4-680D5.9,0,0,1,4,0,0,0,0,0,0,4,0,2,0,6,0,2,0,0,1
PLEKHM2,2978,2718,4247,4620,4595,4133,3016,3181,3181,5726,5656,4311,8080,4540,6513,7561,7154,7101,6494,5703
AL121992.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-288I21.1,18,20,47,47,29,21,21,22,28,58,49,19,85,55,56,81,67,46,40,38
SLC25A34,96,102,183,296,300,288,151,174,174,405,415,338,550,268,342,459,418,508,427,360
RP11-169K16.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
TMEM82,4,0,0,0,0,0,0,0,2,0,0,0,0,0,5,7,0,3,11,0
FBLIM1,3001,2958,4154,629,601,554,1309,1125,1296,1492,1345,1132,2612,1352,1388,1839,1745,3026,2823,2781
RP11-169K16.6,1,0,2,1,6,8,4,6,0,2,12,11,7,4,12,15,8,14,4,9
UQCRHL,69,62,83,250,218,194,97,86,116,224,203,156,261,142,283,502,373,212,187,209
RP11-169K16.8,4,2,4,18,8,21,7,2,4,11,6,8,13,3,22,20,17,7,7,8
FLJ37453,239,204,351,597,594,576,206,228,220,543,524,399,858,452,774,619,968,456,492,402
SPEN,8741,10240,12362,22777,20778,19523,7984,8436,7783,18226,17201,13389,32333,16213,28763,31031,33556,20321,17536,16843
RP1-134O19.3,0,0,0,0,0,0,0,0,2,0,3,0,2,0,0,0,0,0,2,0
ZBTB17,1310,1092,1779,2687,2749,2476,1100,1144,1257,2420,2321,1815,3661,2088,3853,4353,4647,2714,2550,2269
RP11-5P18.1,0,0,0,5,0,0,0,2,0,2,0,2,2,2,0,8,0,4,3,0
RP11-5P18.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-5P18.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBC1D3P6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
C1orf64,0,0,1,0,0,0,0,2,0,0,0,0,2,1,0,6,0,0,0,0
RP11-5P18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSPB7,2,0,5,0,0,0,0,4,2,2,0,2,13,2,2,4,2,2,7,7
CLCNKA,2,0,5,4,0,0,0,1,0,0,0,0,12,5,0,2,1,8,5,2
RP11-5P18.10,4,2,4,0,1,1,3,1,4,3,3,0,10,2,5,3,3,4,0,3
CLCNKB,6,10,10,8,6,6,13,22,15,25,23,18,42,18,6,5,3,48,25,33
FAM131C,7,9,6,18,31,26,14,11,5,27,22,19,42,33,41,70,64,30,13,9
EPHA2,7436,6420,10109,2508,2438,2039,4571,4391,5148,7027,6888,5406,11665,6137,2727,1897,2874,9554,8863,7987
RP11-276H7.2,4,10,15,7,3,4,4,5,8,8,7,11,14,14,7,3,9,21,12,7
RP11-276H7.3,6,11,3,3,4,1,0,2,2,2,3,0,4,0,2,0,0,2,2,2
ARHGEF19-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARHGEF19,167,115,241,135,182,147,117,117,144,228,239,194,509,285,113,63,152,512,398,417
ANO7P1,2,1,0,5,7,11,4,4,9,6,12,6,21,9,12,44,24,14,7,7
RSG1,63,91,112,219,258,226,180,154,204,447,349,256,656,346,407,337,449,485,451,373
